#Peak halo mass range: 12.125 < log10(Mh/Msun) < 12.375
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
0.364435 0.0172161 0.0360375 0.00265323 0.0413835 0.0384986 0.00649331 20446 21627
0.359372 0.0169715 0.0378733 0.00271684 0.04032 0.0376307 0.00773402 20446 21627
0.354310 0.0174606 0.0397149 0.00399313 0.0387941 0.0357813 0.00743943 20446 21627
0.349247 0.0169715 0.0386948 0.00399754 0.0376381 0.0358588 0.00922189 20446 21627
0.344185 0.0171183 0.0379334 0.00506786 0.0363897 0.0365248 0.00794521 20446 21627
0.339122 0.0154553 0.0390135 0.00422129 0.0346789 0.0383421 0.00768887 20446 21627
0.334060 0.0163846 0.0396215 0.00514184 0.0322745 0.0399974 0.00789208 20446 21627
0.328997 0.0166292 0.0404596 0.00523788 0.0317658 0.0403648 0.00811599 20446 21627
0.323935 0.0153575 0.0413433 0.00508184 0.0296851 0.0411182 0.00771187 20446 21627
0.318873 0.0150152 0.0404739 0.00537376 0.0286216 0.0418233 0.00874768 20446 21627
0.313810 0.0153575 0.0415801 0.00625723 0.0284829 0.0426689 0.00951833 20446 21627
0.308748 0.0140859 0.0439455 0.00537776 0.0278818 0.0421471 0.0102019 20446 21627
0.303685 0.0141348 0.0443667 0.00604136 0.0274657 0.0455003 0.0104487 20446 21627
0.298623 0.0151619 0.0438478 0.00711968 0.0278818 0.0451872 0.0118833 20446 21627
0.293560 0.0152597 0.0454454 0.00775038 0.0264484 0.0479724 0.0118265 20446 21627
0.288498 0.0152597 0.0462507 0.00850636 0.0264484 0.0487318 0.0130536 20446 21627
0.283435 0.015651 0.0458155 0.00894061 0.0258011 0.0499971 0.0128497 20446 21627
0.278373 0.0162868 0.0461719 0.00962846 0.0245526 0.0511425 0.0127779 20446 21627
0.273310 0.0157488 0.0458594 0.0100629 0.0231192 0.0540177 0.012535 20446 21627
0.268248 0.0155532 0.0464008 0.0104905 0.0224719 0.054768 0.0134738 20446 21627
0.263185 0.0153575 0.0476208 0.0107226 0.0214547 0.0544633 0.0131085 20446 21627
0.258123 0.0155043 0.0470489 0.0110127 0.0232117 0.0555586 0.0152815 20446 21627
0.253060 0.0147217 0.0475372 0.010675 0.0218246 0.0578802 0.0145436 20446 21627
0.247998 0.0154064 0.0499178 0.0110104 0.0219633 0.0596242 0.0148214 20446 21627
0.242935 0.0141837 0.0521976 0.0100345 0.0215934 0.0592922 0.0150916 20446 21627
0.237873 0.0148684 0.0520786 0.0108547 0.0216859 0.0615882 0.0151536 20446 21627
0.232810 0.014575 0.0530747 0.0104885 0.0210385 0.0613704 0.0153509 20446 21627
0.227748 0.0136457 0.0535812 0.0102531 0.0192352 0.0614669 0.0135681 20446 21627
0.222685 0.0132544 0.0550823 0.0097355 0.0194664 0.061139 0.0138426 20446 21627
0.217623 0.0144772 0.0562379 0.0110177 0.0200675 0.0625676 0.0147554 20446 21627
0.212560 0.0141837 0.0571827 0.0111659 0.0192352 0.0632076 0.0143473 20446 21627
0.207498 0.014037 0.0559461 0.0109819 0.0187728 0.0649549 0.0135576 20446 21627
0.202435 0.0148684 0.0589571 0.0120619 0.0192352 0.0643918 0.013871 20446 21627
0.197373 0.0146728 0.0597163 0.012224 0.0195589 0.0653941 0.0145655 20446 21627
0.192310 0.0141348 0.0621167 0.0117457 0.0182642 0.0680404 0.0145469 20446 21627
0.187248 0.0150152 0.0647079 0.0127449 0.0165534 0.0718606 0.0129195 20446 21627
0.182185 0.0141348 0.0674154 0.0122618 0.0170158 0.0713754 0.0132521 20446 21627
0.177123 0.0138413 0.0682062 0.0119116 0.0179405 0.0734601 0.0149556 20446 21627
0.172060 0.0141837 0.0696183 0.0126069 0.0184029 0.0728947 0.0156247 20446 21627
0.166998 0.0139392 0.0699369 0.0122364 0.0166921 0.0723398 0.0143011 20446 21627
0.161935 0.014037 0.0705849 0.0125758 0.0165534 0.0742455 0.0136095 20446 21627
0.156873 0.0127653 0.0726023 0.0112853 0.0164609 0.072427 0.0144983 20446 21627
0.151810 0.0127653 0.0698863 0.0113238 0.0161372 0.0713344 0.0144068 20446 21627
0.146748 0.0132055 0.069496 0.0118904 0.0135479 0.071119 0.0115554 20446 21627
0.141685 0.0127164 0.0669251 0.0115475 0.0137791 0.0721486 0.0121851 20446 21627
0.136623 0.0117382 0.0667235 0.0109266 0.0133167 0.0721107 0.0118721 20446 21627
0.133248 0.0101731 0.0664251 0.0094275 0.0132704 0.0687069 0.0117262 20446 21627
0.129873 0.00904822 0.067345 0.0082837 0.0119758 0.0683023 0.0105895 20446 21627
0.126498 0.00958623 0.0651022 0.00881786 0.0113747 0.067822 0.0099799 20446 21627
0.123123 0.00934168 0.0631703 0.00870849 0.0102187 0.0658369 0.00899065 20446 21627
0.119748 0.00904822 0.0576924 0.00848181 0.0109585 0.0611815 0.0100375 20446 21627
0.116373 0.00846131 0.0591955 0.00774417 0.0104961 0.0609584 0.0094324 20446 21627
0.112998 0.00816786 0.0547149 0.00743002 0.0101725 0.0573428 0.00938408 20446 21627
0.109623 0.00836349 0.0479257 0.00774973 0.00846164 0.0535719 0.00785876 20446 21627
0.106248 0.0067984 0.0438345 0.00646392 0.00679706 0.0484096 0.00631903 20446 21627
0.102873 0.00635821 0.0365923 0.0059806 0.0054099 0.0422163 0.00510289 20446 21627
0.099498 0.00513548 0.0308789 0.00472568 0.00476257 0.0330335 0.00435343 20446 21627
0.096123 0.00352147 0.0240771 0.00315321 0.00356036 0.0283721 0.00330167 20446 21627
0.092748 0.00308129 0.0177815 0.00284237 0.00295926 0.0221636 0.00261929 20446 21627
0.089373 0.00195637 0.0130166 0.00177666 0.00157211 0.0167289 0.00148077 20446 21627
0.085998 0.00107601 0.00852037 0.000962103 0.000832293 0.0115016 0.000704802 20446 21627
0.082623 0.0010271 0.00718587 0.000982168 0.00092477 0.0101763 0.000869476 20446 21627
0.080373 0.000635821 0.00454361 0.000635821 0.000647339 0.00600329 0.000599373 20446 21627
0.078123 0.000440184 0.00337434 0.000388322 0.000416146 0.00522363 0.000372057 20446 21627
0.075873 0.000195637 0.00302689 0.000195637 0.000323669 0.00301408 0.000277112 20446 21627
0.073623 9.78186e-05 0.00147172 9.78186e-05 0.000369908 0.00146299 0.000369908 20446 21627
0.071373 9.78186e-05 0.000798746 9.78186e-05 0.000138715 0.00102657 9.54554e-05 20446 21627
0.069123 0 0.000443557 0 0 0.000315827 0 20446 21627
0.066873 0 5.01228e-05 0 0 0.00025457 0 20446 21627
0.064623 4.89093e-05 8.04153e-06 2.45603e-06 0 0.000100695 0 20446 21627
0.062373 0 0 0 0 0 0 20446 21627
0.060123 0 0 0 0 0 0 20446 21627
0.055623 0 0 0 0 0 0 20446 21627
