#Observed stellar mass range: 8.8 < log10(M*/Msun) < 9
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
0.430247 1.71437e-05 0.0161821 1.71437e-05 0.000286738 0.034197 2.17783e-05 116661 41850
0.425185 1.71437e-05 0.0159067 1.71437e-05 0.000286738 0.0322748 4.71485e-05 116661 41850
0.420122 1.71437e-05 0.0157782 1.71437e-05 0.000286738 0.0323107 5.406e-05 116661 41850
0.415060 1.71437e-05 0.0158092 1.71437e-05 0.000310633 0.0314103 5.87631e-05 116661 41850
0.409997 1.71437e-05 0.0160086 1.71437e-05 0.000358423 0.0303321 0.000112013 116661 41850
0.404935 1.71437e-05 0.0161506 1.71437e-05 0.000286738 0.0303915 7.99131e-05 116661 41850
0.399872 1.71437e-05 0.0160319 1.71437e-05 0.000286738 0.0301272 8.08817e-05 116661 41850
0.394810 1.71437e-05 0.016841 1.71437e-05 0.000310633 0.030198 0.000138181 116661 41850
0.389747 1.71437e-05 0.0172999 1.71437e-05 0.000310633 0.0303082 0.000146729 116661 41850
0.384685 1.71437e-05 0.0173702 1.71437e-05 0.000262844 0.0298583 9.33184e-05 116661 41850
0.379622 1.71437e-05 0.017803 1.71437e-05 0.000238949 0.0292675 5.65043e-05 116661 41850
0.374560 1.71437e-05 0.017834 1.71437e-05 0.000262844 0.0282956 0.000128232 116661 41850
0.369497 1.71437e-05 0.0179116 1.71437e-05 0.000286738 0.027561 0.000141811 116661 41850
0.364435 1.71437e-05 0.0181172 1.71437e-05 0.000286738 0.0278199 0.000160185 116661 41850
0.359372 1.71437e-05 0.0181946 1.71437e-05 0.000286738 0.0271999 0.000160185 116661 41850
0.354310 1.71437e-05 0.0190831 1.71437e-05 0.000215054 0.0278837 0.000110508 116661 41850
0.349247 1.71437e-05 0.0195098 1.71437e-05 0.000215054 0.0288809 9.79797e-05 116661 41850
0.344185 1.71437e-05 0.0201459 1.71437e-05 0.000215054 0.0295968 0.000111314 116661 41850
0.339122 2.57155e-05 0.0207114 2.57155e-05 0.000262844 0.0287343 0.000157347 116661 41850
0.334060 2.57155e-05 0.0215105 2.57155e-05 0.000238949 0.0288923 0.000138051 116661 41850
0.328997 2.57155e-05 0.0225113 2.57155e-05 0.000238949 0.0295576 0.000136474 116661 41850
0.323935 4.28592e-05 0.0220597 4.28592e-05 0.000286738 0.029312 0.000207616 116661 41850
0.318873 2.57155e-05 0.0226199 2.57155e-05 0.000262844 0.0288148 0.000183721 116661 41850
0.313810 2.57155e-05 0.0227751 2.57155e-05 0.000167264 0.0299005 8.96223e-05 116661 41850
0.308748 1.71437e-05 0.0234043 1.71437e-05 0.000143369 0.0298022 6.78081e-05 116661 41850
0.303685 3.42874e-05 0.023782 3.42874e-05 0.000191159 0.0296462 0.000119282 116661 41850
0.298623 5.14311e-05 0.0238339 5.14311e-05 0.000334528 0.030255 0.000258967 116661 41850
0.293560 7.71466e-05 0.0235979 6.88115e-05 0.000430108 0.030862 0.000348071 116661 41850
0.288498 6.00029e-05 0.0239772 5.06392e-05 0.000334528 0.0308579 0.000273541 116661 41850
0.283435 6.85748e-05 0.0249256 6.85748e-05 0.000501792 0.0312276 0.000424936 116661 41850
0.278373 0.000102862 0.0257018 9.45849e-05 0.000525687 0.0323798 0.000444307 116661 41850
0.273310 0.000162865 0.0260642 0.000153614 0.000549582 0.0317395 0.000478286 116661 41850
0.268248 0.000197152 0.0269438 0.000188673 0.000597372 0.0338471 0.000533706 116661 41850
0.263185 0.000214296 0.0264956 0.000205398 0.000669056 0.0350763 0.000614235 116661 41850
0.258123 0.000248583 0.0275131 0.000233408 0.000669056 0.0359114 0.000618433 116661 41850
0.253060 0.00032573 0.0292674 0.000307484 0.00083632 0.03688 0.000785697 116661 41850
0.247998 0.000291443 0.0299881 0.0002828 0.00083632 0.0365459 0.000764115 116661 41850
0.242935 0.000342874 0.0322408 0.000325915 0.00102748 0.0381921 0.000955273 116661 41850
0.237873 0.000608601 0.033387 0.000590355 0.00114695 0.0394758 0.00106207 116661 41850
0.232810 0.000677176 0.0337496 0.000657346 0.00114695 0.0407786 0.00107475 116661 41850
0.227748 0.000702891 0.0345866 0.000675731 0.00126643 0.0425633 0.00119097 116661 41850
0.222685 0.000917187 0.036832 0.000899446 0.00131422 0.0455556 0.00120653 116661 41850
0.217623 0.000951475 0.0407718 0.000928712 0.00155317 0.0484569 0.00148129 116661 41850
0.212560 0.00122577 0.0428708 0.00120189 0.00164875 0.0497644 0.00158547 116661 41850
0.207498 0.00138864 0.044786 0.00136148 0.00195938 0.051692 0.0018875 116661 41850
0.202435 0.00178294 0.0467124 0.00174645 0.00210275 0.0527821 0.00202494 116661 41850
0.197373 0.0018258 0.0481121 0.00178045 0.00258065 0.0528128 0.00249628 116661 41850
0.192310 0.00203153 0.0503351 0.00196815 0.00281959 0.0562476 0.00273523 116661 41850
0.187248 0.00252869 0.0518649 0.00246921 0.00377539 0.0557556 0.00362448 116661 41850
0.182185 0.00279442 0.0526174 0.00270782 0.00389486 0.0577024 0.00375111 116661 41850
0.177123 0.00328302 0.0558516 0.00317438 0.00468339 0.0607932 0.00455625 116661 41850
0.172060 0.0032573 0.0550782 0.00315338 0.00504182 0.0599842 0.00482794 116661 41850
0.166998 0.00364303 0.053693 0.00350997 0.00394265 0.0592965 0.00377499 116661 41850
0.161935 0.0035916 0.0530368 0.00345564 0.00410992 0.0592336 0.00394144 116661 41850
0.156873 0.00348874 0.0497466 0.00331554 0.00446834 0.056127 0.00427585 116661 41850
0.151810 0.0035916 0.045832 0.00341021 0.00406213 0.0522498 0.00381947 116661 41850
0.146748 0.0033173 0.0419211 0.00315348 0.0041816 0.0501713 0.00385717 116661 41850
0.141685 0.00315444 0.0382568 0.00299298 0.00489845 0.0445283 0.00460178 116661 41850
0.136623 0.00328302 0.0367607 0.0030995 0.00425329 0.0444179 0.00406167 116661 41850
0.133248 0.00296586 0.0362885 0.0027874 0.00430108 0.041903 0.00415274 116661 41850
0.129873 0.00300015 0.0345012 0.00278765 0.00367981 0.0402198 0.00340632 116661 41850
0.126498 0.00300015 0.0320105 0.00277838 0.00387097 0.036999 0.00348809 116661 41850
0.123123 0.00263156 0.0264352 0.00242753 0.00375149 0.0323203 0.00342452 116661 41850
0.119748 0.00222868 0.0219743 0.00203157 0.00293907 0.0294793 0.00268478 116661 41850
0.116373 0.00227154 0.0201871 0.00210007 0.00308244 0.0261848 0.00290044 116661 41850
0.112998 0.00190295 0.0155445 0.00180658 0.00272401 0.0229714 0.00257999 116661 41850
0.109623 0.00134578 0.0116979 0.00124294 0.00210275 0.0185271 0.00189084 116661 41850
0.106248 0.000857184 0.00722865 0.000796853 0.00152927 0.0126705 0.0014657 116661 41850
0.102873 0.000685748 0.00540185 0.000659464 0.00109916 0.0101048 0.00103559 116661 41850
0.099498 0.000360017 0.00337872 0.000343022 0.000740741 0.00702089 0.000672478 116661 41850
0.096123 0.000308586 0.00209557 0.000299716 0.000262844 0.00473315 0.000235921 116661 41850
0.092748 0.000128578 0.00093427 0.000120243 0.000215054 0.00244872 0.000215054 116661 41850
0.089373 8.57184e-05 0.000581771 8.57184e-05 0.000143369 0.00155551 0.000143369 116661 41850
0.085998 2.57155e-05 0.000310916 2.57155e-05 4.77897e-05 0.000550817 4.77897e-05 116661 41850
0.082623 1.71437e-05 0.000161291 1.71437e-05 2.38949e-05 0.000385917 2.38949e-05 116661 41850
0.080373 1.71437e-05 8.55503e-05 1.71437e-05 0 0.000170391 0 116661 41850
0.078123 0 3.1854e-05 0 0 0.00012318 0 116661 41850
0.075873 0 1.74848e-05 0 0 6.52032e-05 0 116661 41850
0.073623 0 8.04175e-06 0 0 2.70124e-05 0 116661 41850
0.071373 0 0 0 0 0 0 116661 41850
0.069123 0 0 0 0 0 0 116661 41850
0.066873 0 0 0 0 0 0 116661 41850
0.064623 0 0 0 0 0 0 116661 41850
0.062373 0 0 0 0 0 0 116661 41850
0.060123 0 0 0 0 0 0 116661 41850
0.055623 0 0 0 0 0 0 116661 41850
