#Peak halo mass range: 11.625 < log10(Mh/Msun) < 11.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
0.728935 0.0606403 0.0312819 0.011265 0.323754 0.0225075 0.0381626 76121 46452
0.721342 0.0574086 0.0317244 0.0104879 0.310127 0.0239447 0.0365181 76121 46452
0.713748 0.0538879 0.0318052 0.00939712 0.293077 0.0275296 0.0315686 76121 46452
0.706154 0.0511554 0.0306114 0.00992121 0.277297 0.0273528 0.029378 76121 46452
0.698560 0.0472274 0.0307055 0.0081523 0.260592 0.0298027 0.026617 76121 46452
0.690967 0.0444687 0.0294754 0.0081259 0.244338 0.0314729 0.0229303 76121 46452
0.683373 0.040856 0.029381 0.00767921 0.231766 0.0320587 0.0204953 76121 46452
0.678310 0.0389643 0.028909 0.00679487 0.221347 0.0331201 0.0183284 76121 46452
0.673248 0.0373747 0.0300619 0.00581878 0.212865 0.0337406 0.0164889 76121 46452
0.668185 0.0349181 0.0300764 0.00551449 0.201305 0.0364877 0.0148972 76121 46452
0.663123 0.0330658 0.0304107 0.0049969 0.193038 0.0366382 0.0132201 76121 46452
0.658060 0.0307668 0.0293506 0.00397979 0.183673 0.036326 0.0138037 76121 46452
0.652998 0.0292166 0.0295359 0.00367808 0.174696 0.0375145 0.0107078 76121 46452
0.647935 0.0277847 0.0291569 0.0034308 0.163847 0.0390293 0.0106097 76121 46452
0.642873 0.0258798 0.0295276 0.00340824 0.156097 0.0388493 0.0103363 76121 46452
0.637810 0.0236991 0.0296966 0.00262173 0.14656 0.0401538 0.00901002 76121 46452
0.632748 0.0219519 0.0292282 0.00185916 0.139197 0.0406397 0.00790597 76121 46452
0.627685 0.0209403 0.0281051 0.0018506 0.131727 0.04155 0.00664227 76121 46452
0.622623 0.0188122 0.0272015 0.000935413 0.121545 0.0425441 0.00393979 76121 46452
0.617560 0.0173145 0.0260781 1.92765e-05 0.115022 0.0428524 0.00420376 76121 46452
0.612498 0.0160534 0.0247584 0.000138436 0.107229 0.044542 0.00399215 76121 46452
0.607435 0.0149893 0.0246494 9.74275e-05 0.0996943 0.0444805 0.00373449 76121 46452
0.602373 0.0131764 0.0244039 -0.000328474 0.0926978 0.0453309 0.00337505 76121 46452
0.597310 0.0119021 0.0237601 -0.000754304 0.0856798 0.045545 0.00260598 76121 46452
0.592248 0.0107592 0.0231813 -0.000837928 0.0792 0.0441201 0.0011558 76121 46452
0.587185 0.00960313 0.0230559 -0.000961307 0.0719022 0.045561 -0.000406079 76121 46452
0.582123 0.00861786 0.0223242 -0.00099212 0.0664342 0.0457302 1.95056e-05 76121 46452
0.577060 0.00751435 0.022577 -0.0010711 0.0615689 0.0456738 0.000162899 76121 46452
0.571997 0.00646339 0.0224045 -0.000713934 0.0555412 0.0449337 -0.000101246 76121 46452
0.566935 0.00566204 0.0206756 -0.000706531 0.0502454 0.0464792 -0.0023093 76121 46452
0.561872 0.00509715 0.0200078 -0.000475717 0.046435 0.0468267 -0.00251277 76121 46452
0.556810 0.00457167 0.0189674 -0.000652192 0.0423017 0.0437571 -0.00187256 76121 46452
0.551747 0.0039805 0.0180871 -0.000769631 0.03819 0.0446514 -0.00160553 76121 46452
0.546685 0.0035864 0.0180151 -0.000717182 0.0348317 0.0452044 -0.00053468 76121 46452
0.541622 0.00331052 0.0182564 -0.00052265 0.0319685 0.0440892 -0.000317317 76121 46452
0.536560 0.002877 0.0183776 -0.000425424 0.0297081 0.0434828 0 76121 46452
0.531497 0.00271935 0.0188128 -0.000406696 0.0275123 0.0423129 0 76121 46452
0.526435 0.00233838 0.0184587 -0.000358496 0.0256824 0.0424563 0 76121 46452
0.521372 0.00223329 0.0184593 -0.000273016 0.0238095 0.0417571 0 76121 46452
0.516310 0.00202309 0.0185649 -0.000202148 0.0215491 0.0410562 4.08646e-05 76121 46452
0.511247 0.00185231 0.0184481 -8.51584e-05 0.0196978 0.0405486 0.00074177 76121 46452
0.506185 0.00161585 0.0182148 -0.000151961 0.0181262 0.0393459 0.000429079 76121 46452
0.501122 0.00152389 0.0185543 -0.000174544 0.0175235 0.0394924 0.00124993 76121 46452
0.496060 0.0014582 0.0182017 -0.000101838 0.0158874 0.0390424 0.000152286 76121 46452
0.490997 0.00119547 0.0183598 -0.000155905 0.0146172 0.03961 0.000822043 76121 46452
0.485935 0.00107723 0.0184237 -0.000169989 0.013261 0.0383476 0.000989586 76121 46452
0.480872 0.00101155 0.0184384 -5.84995e-05 0.0120555 0.0390247 0.00141145 76121 46452
0.475810 0.000801356 0.0185031 -4.32069e-05 0.0114096 0.0373054 0.00149333 76121 46452
0.470747 0.000853904 0.0183966 1.35551e-05 0.0104624 0.0358145 0.00119559 76121 46452
0.465685 0.000761945 0.0181124 0 0.00996728 0.0353361 0.0011673 76121 46452
0.460622 0.000775082 0.0182909 6.15162e-06 0.0095152 0.0340503 0.00100783 76121 46452
0.455560 0.000722534 0.018426 -1.77956e-05 0.00846035 0.0349068 0.000898245 76121 46452
0.450497 0.000722534 0.0186347 -2.39365e-05 0.00800827 0.0350774 0.00113558 76121 46452
0.445435 0.00069626 0.0192254 0 0.00738397 0.0349512 0.00095061 76121 46452
0.440372 0.000656849 0.0193518 -4.382e-05 0.00673814 0.0355735 0.000413028 76121 46452
0.435310 0.000591164 0.0198809 0 0.00637217 0.0350906 0.000520752 76121 46452
0.430247 0.000591164 0.0205296 2.80734e-05 0.00566176 0.0357017 0.000364478 76121 46452
0.425185 0.000591164 0.020476 0.000174105 0.0053819 0.0344169 0.000430701 76121 46452
0.420122 0.00056489 0.0210055 8.64016e-05 0.00544648 0.0348414 0.000427925 76121 46452
0.415060 0.000551753 0.0207831 1.85802e-05 0.00501593 0.0343097 0.000440874 76121 46452
0.409997 0.000499205 0.0210464 6.40604e-05 0.00473607 0.0334778 0.000417778 76121 46452
0.404935 0.000420383 0.0214972 2.41844e-06 0.00464996 0.0328311 0.000425037 76121 46452
0.399872 0.000472931 0.021519 0 0.00426246 0.0327501 0.000667777 76121 46452
0.394810 0.000472931 0.0215562 0.000130565 0.0041333 0.0333202 0.000865401 76121 46452
0.389747 0.000459794 0.021309 0.000112567 0.00391802 0.0335355 0.000738192 76121 46452
0.384685 0.000538616 0.0219898 0.000142594 0.00363816 0.0333451 0.000487039 76121 46452
0.379622 0.000446657 0.0219253 6.30889e-05 0.00365969 0.0330138 0.000969069 76121 46452
0.374560 0.000656849 0.0209329 0.000186788 0.00363816 0.0322309 0.000809646 76121 46452
0.369497 0.000683123 0.021395 0.000242999 0.00363816 0.0318978 0.000915385 76121 46452
0.364435 0.000617438 0.0208725 0.000240776 0.00361664 0.0312173 0.000957326 76121 46452
0.359372 0.000775082 0.0216949 0.000315916 0.00340136 0.0320543 0.00109406 76121 46452
0.354310 0.000853904 0.023031 0.000376053 0.00353053 0.0322145 0.00123406 76121 46452
0.349247 0.000788219 0.0236308 0.000381516 0.00361664 0.0320819 0.00123523 76121 46452
0.344185 0.000722534 0.0242927 0.000316233 0.00357358 0.0322716 0.00128743 76121 46452
0.339122 0.000840767 0.0249262 0.000426267 0.00370275 0.0317712 0.00163092 76121 46452
0.334060 0.000801356 0.0250218 0.00037664 0.00372427 0.031964 0.00173098 76121 46452
0.328997 0.000801356 0.0251172 0.000412429 0.00393955 0.034369 0.00196839 76121 46452
0.323935 0.000880178 0.0253793 0.000483483 0.00402566 0.0350755 0.00194737 76121 46452
0.318873 0.000945862 0.0252304 0.000539992 0.00396108 0.0355132 0.0021409 76121 46452
0.313810 0.00107723 0.0264006 0.000631728 0.00404719 0.0357108 0.00222601 76121 46452
0.308748 0.00112978 0.0269052 0.000667393 0.00421941 0.0360586 0.00244296 76121 46452
0.303685 0.00122174 0.0280707 0.000806014 0.00432705 0.0359273 0.00241563 76121 46452
0.298623 0.00137938 0.028613 0.000952726 0.00467149 0.0381558 0.00257281 76121 46452
0.293560 0.00133997 0.0289246 0.00101377 0.00471454 0.0376502 0.0027799 76121 46452
0.288498 0.00144507 0.0288454 0.00115604 0.00486524 0.0395783 0.00324949 76121 46452
0.283435 0.00144507 0.0304597 0.00115692 0.00484371 0.0410134 0.00349389 76121 46452
0.278373 0.00174722 0.0318175 0.00148527 0.00501593 0.0411945 0.00365476 76121 46452
0.273310 0.00187859 0.0321174 0.00155911 0.00520968 0.0426014 0.00405614 76121 46452
0.268248 0.00206251 0.0330053 0.00172179 0.00544648 0.0434871 0.00424665 76121 46452
0.263185 0.00244348 0.0346133 0.00206345 0.00566176 0.0439268 0.00448335 76121 46452
0.258123 0.00246975 0.0353752 0.00205304 0.00581245 0.04548 0.00459119 76121 46452
0.253060 0.00257485 0.0365317 0.00220539 0.00557565 0.0472868 0.0045036 76121 46452
0.247998 0.00294268 0.037279 0.00261744 0.00609231 0.0458575 0.00494823 76121 46452
0.242935 0.00325797 0.0388432 0.00284166 0.00617842 0.0488459 0.00505768 76121 46452
0.237873 0.00336307 0.0393741 0.00294083 0.00643675 0.0485722 0.00536883 76121 46452
0.232810 0.00379659 0.041244 0.0032762 0.00652286 0.0512058 0.00561226 76121 46452
0.227748 0.00405933 0.0420868 0.00357317 0.0066305 0.0524297 0.00581066 76121 46452
0.222685 0.00401992 0.0449561 0.00354765 0.00710411 0.0533896 0.00621686 76121 46452
0.217623 0.00426952 0.0468256 0.00388059 0.0074916 0.0554545 0.00660518 76121 46452
0.212560 0.0044403 0.0481684 0.00403711 0.0078791 0.055746 0.00692181 76121 46452
0.207498 0.00517597 0.0505127 0.00472739 0.00869715 0.0579971 0.00766981 76121 46452
0.202435 0.00543871 0.0521231 0.005022 0.00869715 0.0606913 0.00791971 76121 46452
0.197373 0.00562263 0.0542454 0.00526637 0.00843882 0.0611159 0.00781747 76121 46452
0.192310 0.00581968 0.0562789 0.00545023 0.00899854 0.0631962 0.00833716 76121 46452
0.187248 0.00585909 0.0577531 0.00551184 0.00934298 0.0646042 0.00865134 76121 46452
0.182185 0.00596419 0.0581851 0.00558915 0.00882632 0.0652263 0.0081492 76121 46452
0.177123 0.00643712 0.0617352 0.00601808 0.00874021 0.0677377 0.0079046 76121 46452
0.172060 0.00648967 0.0626917 0.00596928 0.00902006 0.0667688 0.00811406 76121 46452
0.166998 0.0068575 0.062154 0.0063332 0.00878326 0.0672551 0.00800785 76121 46452
0.161935 0.00698887 0.0624015 0.00648111 0.0091277 0.0669117 0.00841375 76121 46452
0.156873 0.00704142 0.0609406 0.00647724 0.00858951 0.0682722 0.00801142 76121 46452
0.151810 0.00702828 0.059446 0.00656066 0.00863257 0.0677124 0.00787997 76121 46452
0.146748 0.00663417 0.0584335 0.0062041 0.00848187 0.0640027 0.00780476 76121 46452
0.141685 0.00659476 0.0569206 0.00613781 0.00865409 0.0630952 0.00798476 76121 46452
0.136623 0.0061087 0.0547634 0.00565174 0.0085034 0.0606067 0.00792184 76121 46452
0.133248 0.00618752 0.0540543 0.00570369 0.00785757 0.0572804 0.00732888 76121 46452
0.129873 0.00566204 0.0522938 0.00514236 0.00747008 0.057865 0.00697923 76121 46452
0.126498 0.00584596 0.0504336 0.00544266 0.00714716 0.0550938 0.00663401 76121 46452
0.123123 0.00602987 0.0462547 0.00565356 0.0066305 0.0518105 0.00627352 76121 46452
0.119748 0.00535989 0.0431392 0.00491445 0.00585551 0.050667 0.00547676 76121 46452
0.116373 0.00520224 0.0407266 0.00486216 0.00598467 0.0472487 0.00540311 76121 46452
0.112998 0.00465049 0.0365994 0.00433013 0.00557565 0.0429832 0.00504695 76121 46452
0.109623 0.00413815 0.0314951 0.00382669 0.00546801 0.0374439 0.00508872 76121 46452
0.106248 0.00342875 0.0242152 0.00317246 0.00409024 0.0307893 0.00365815 76121 46452
0.102873 0.00281131 0.0199995 0.00263009 0.00348747 0.0261554 0.00320839 76121 46452
0.099498 0.00200996 0.0152553 0.00183925 0.00241109 0.0190623 0.00225902 76121 46452
0.096123 0.00152389 0.0106789 0.00143854 0.00165763 0.0135347 0.00153802 76121 46452
0.092748 0.00102468 0.00669997 0.0009693 0.00116249 0.00883499 0.00105387 76121 46452
0.089373 0.000591164 0.0049302 0.000576188 0.000753466 0.00631426 0.000681451 76121 46452
0.085998 0.000367835 0.00259485 0.000341946 0.000602773 0.0039702 0.000602773 76121 46452
0.082623 0.000275877 0.00216709 0.000251394 0.000430552 0.00331904 0.000409292 76121 46452
0.080373 0.000105096 0.00135825 0.000105096 0.000258331 0.00206406 0.000258331 76121 46452
0.078123 3.94109e-05 0.000847836 2.71019e-05 0.000150693 0.00140002 0.000128168 76121 46452
0.075873 0 0.000544373 0 0.000215276 0.000711553 0.00019247 76121 46452
0.073623 1.3137e-05 0.000218955 1.3137e-05 0.000150693 0.000310502 0.000129268 76121 46452
0.071373 1.3137e-05 9.84743e-05 1.3137e-05 4.30552e-05 0.00022228 4.30552e-05 76121 46452
0.069123 1.3137e-05 2.43874e-05 1.3137e-05 2.15276e-05 4.4759e-05 2.15276e-05 76121 46452
0.066873 1.3137e-05 7.07684e-07 1.3137e-05 0 0 0 76121 46452
0.064623 0 0 0 0 0 0 76121 46452
0.062373 0 0 0 0 0 0 76121 46452
0.060123 0 0 0 0 0 0 76121 46452
0.055623 0 0 0 0 0 0 76121 46452
