#Observed stellar mass range: 12 < log10(M*/Msun) < 12.2
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
0.556810 1 0 1 1 0 0.0333334 1 33
0.551747 1 0 1 1 0 0.04 1 33
0.546685 1 0 1 1 0 0.0384616 1 33
0.541622 1 0 1 1 0 0.0322581 1 33
0.536560 1 0 1 0.969697 0.030303 0.00815856 1 33
0.531497 1 0 1 0.939394 0.0606061 -0.00178254 1 33
0.526435 1 0 1 0.939394 0.0606061 0.00189394 1 33
0.521372 1 0 1 1 0 0.0555556 1 33
0.516310 1 0 1 0.969697 0.030303 0.032197 1 33
0.511247 1 0 1 0.969697 0.030303 0.0303031 1 33
0.506185 1 0 1 0.969697 0.030303 0.0363637 1 33
0.501122 1 0 1 0.969697 0.030303 0.0386625 1 33
0.496060 1 0 1 0.969697 0.030303 0.0285205 1 33
0.490997 1 0 1 0.969697 0.030303 0.0285205 1 33
0.485935 1 0 1 0.969697 0.030303 0.0285205 1 33
0.480872 1 0 1 0.969697 0.030303 0.0252526 1 33
0.475810 1 0 1 0.969697 0.030303 0.020979 1 33
0.470747 1 0 1 1 0 0.0465117 1 33
0.465685 1 0 1 1 0 0.051282 1 33
0.460622 1 0 1 1 0 0.0714286 1 33
0.455560 1 0 1 0.939394 0.0606061 0.0227273 1 33
0.450497 1 0 1 0.939394 0.0606061 0.0276293 1 33
0.445435 1 0 1 0.939394 0.0606061 0.0108225 1 33
0.440372 1 0 1 0.939394 0.0606061 0.0060606 1 33
0.435310 1 0 1 0.969697 0.030303 0.0386625 1 33
0.430247 1 0 1 0.939394 0.0606061 0.016317 1 33
0.425185 1 0 1 0.939394 0.0606061 0.0193939 1 33
0.420122 1 0 1 0.969697 0.030303 0.0386625 1 33
0.415060 1 0 1 0.969697 0.030303 0.0411256 1 33
0.409997 1 0 1 0.969697 0.030303 0.0386625 1 33
0.404935 1 0 1 0.969697 0.030303 0.0394644 1 33
0.399872 1 0 1 0.939394 0.0606061 0.0276293 1 33
0.394810 1 0 1 0.909091 0.0909091 0.00586516 1 33
0.389747 1 0 1 0.939394 0.0606061 0.039394 1 33
0.384685 1 0 1 0.939394 0.0606061 0.0593939 1 33
0.379622 1 0 1 0.909091 0.0909091 0.0303031 1 33
0.374560 1 0 1 0.939394 0.0606061 0.0593939 1 33
0.369497 1 0 1 0.909091 0.0614973 0.0424243 1 33
0.364435 1 0 1 0.909091 0.058651 0.0629371 1 33
0.359372 1 0 1 0.909091 0.0531732 0.0909091 1 33
0.354310 1 0 1 0.909091 0.0320855 0.109091 1 33
0.349247 1 0 1 0.909091 0.0320855 0.115987 1 33
0.344185 1 0 1 0.909091 0.0242424 0.126482 1 33
0.339122 1 0 1 0.909091 0.0343053 0.146379 1 33
0.334060 1 0 1 0.878788 0.0427808 0.160038 1 33
0.328997 1 0 1 0.848485 0.077441 0.121212 1 33
0.323935 1 0 1 0.787879 0.135198 0.0656566 1 33
0.318873 1 0 1 0.787879 0.135198 0.0982236 1 33
0.313810 1 0 1 0.757576 0.151515 0.124242 1 33
0.308748 1 0 1 0.727273 0.147727 0.0862471 1 33
0.303685 1 0 1 0.757576 0.137161 0.121212 1 33
0.298623 1 0 1 0.727273 0.12987 0.127273 1 33
0.293560 1 0 1 0.666667 0.166667 0.0952381 1 33
0.288498 1 0 1 0.727273 0.106061 0.188811 1 33
0.283435 1 0 1 0.636364 0.176136 0.162679 1 33
0.278373 1 0 1 0.606061 0.157097 0.120346 1 33
0.273310 1 0 1 0.575758 0.142191 0.134581 1 33
0.268248 1 0 1 0.545455 0.128964 0.145455 1 33
0.263185 1 0 1 0.545455 0.114923 0.192513 1 33
0.258123 1 0 1 0.575758 0.0396271 0.242424 1 33
0.253060 1 0 1 0.515152 0.0702143 0.215151 1 33
0.247998 1 -0.5 1 0.424242 0.0757576 0.174242 1 33
0.242935 1 -0.5 1 0.393939 0.106061 0.16317 1 33
0.237873 1 -0.333333 1 0.333333 0.121212 0.111111 1 33
0.232810 1 -0.333333 1 0.393939 0.0899315 0.143939 1 33
0.227748 1 -0.5 1 0.363636 0.111364 0.181818 1 33
0.222685 1 -0.5 1 0.30303 0.151515 0.124459 1 33
0.217623 0 0.125 0 0.272727 0.132035 0.12987 1 33
0.212560 0 0 0 0.242424 0.114719 0.117424 1 33
0.207498 0 0 0 0.272727 0.0710227 0.136364 1 33
0.202435 0 0 0 0.212121 0.0982236 0.112121 1 33
0.197373 0 0 0 0.121212 0.151515 0.0329768 1 33
0.192310 0 0 0 0.151515 0.0984848 0.0988836 1 33
0.187248 0 0 0 0.0909091 0.113636 0.0464646 1 33
0.182185 0 0 0 0.121212 0.0400782 0.121212 1 33
0.177123 0 0 0 0.0909091 0.0793037 0.0409091 1 33
0.172060 0 0 0 0.151515 0.0270563 0.103896 1 33
0.166998 0 0 0 0.0909091 0.109091 0.0524476 1 33
0.161935 0 0 0 0.0909091 0.109091 0.0575758 1 33
0.156873 1 -1 1 0.0909091 0.0855615 0.0686869 1 33
0.151810 0 0 0 0.0606061 0.0956439 0.0606061 1 33
0.146748 0 0 0 0.0606061 0.0698287 0.0606061 1 33
0.141685 0 0 0 0.030303 0.10303 0.030303 1 33
0.136623 0 0 0 0.030303 0.10303 0.030303 1 33
0.133248 0 0 0 0.0606061 0.0643939 0.0606061 1 33
0.129873 0 0.333333 0 0.030303 0.119697 0.030303 1 33
0.126498 0 0.5 0 0.030303 0.0921459 0.030303 1 33
0.123123 0 0.333333 0 0.030303 0.0717378 0.030303 1 33
0.119748 0 0 0 0.030303 0.0768398 0.030303 1 33
0.116373 0 0.25 0 0 0.12 0 1 33
0.112998 0 0.333333 0 0.030303 0.107628 0.030303 1 33
0.109623 0 0 0 0.030303 0.119697 0.030303 1 33
0.106248 1 -0.666667 1 0.0606061 0.0670535 0.0606061 1 33
0.102873 1 -0.666667 1 0.030303 0.0987292 0.030303 1 33
0.099498 0 0 0 0.030303 0.0987292 0.030303 1 33
0.096123 0 0 0 0.030303 0.0566535 0.030303 1 33
0.092748 0 0 0 0.030303 0.0554113 0.030303 1 33
0.089373 0 0 0 0.0606061 0.050505 0.0606061 1 33
0.085998 0 0 0 0.030303 0.0677362 0.030303 1 33
0.082623 0 0 0 0.030303 0.0921459 0.030303 1 33
0.080373 0 0 0 0 0.0588235 0 1 33
0.078123 0 0 0 0 0.0454545 0 1 33
0.075873 0 0 0 0 0.0285714 0 1 33
0.073623 0 0 0 0 0.0232558 0 1 33
0.071373 0 0 0 0 0.0238095 0 1 33
0.069123 0 0 0 0 0.0350877 0 1 33
0.066873 0 0 0 0 0.0392157 0 1 33
0.064623 0 0 0 0 0.025 0 1 33
0.062373 0 0 0 0 0 0 1 33
0.060123 0 0 0 0 0 0 1 33
0.055623 0 0 0 0 0 0 1 33
