#Observed stellar mass range: 9 < log10(M*/Msun) < 9.2
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
0.506185 6.45265e-05 0.0156565 -7.32201e-06 0.00238148 0.0412793 1.85308e-05 92985 36112
0.501122 5.37721e-05 0.0158265 -8.20559e-06 0.0022984 0.0410268 0.000160196 92985 36112
0.496060 5.37721e-05 0.016198 2.12402e-06 0.00224302 0.0399942 0.00012845 92985 36112
0.490997 4.30177e-05 0.0160389 0 0.00202149 0.0392681 7.82318e-05 92985 36112
0.485935 3.22633e-05 0.0162832 -8.61897e-06 0.00188303 0.03826 8.98631e-05 92985 36112
0.480872 2.15088e-05 0.016018 -1.1063e-05 0.00168919 0.0378417 0.000116396 92985 36112
0.475810 3.22633e-05 0.01571 1.0175e-06 0.00163381 0.0376394 8.16035e-05 92985 36112
0.470747 2.15088e-05 0.0157844 5e-07 0.00157842 0.0361901 0.000222341 92985 36112
0.465685 3.22633e-05 0.0155947 1.28832e-05 0.00160611 0.0356398 0.000382623 92985 36112
0.460622 3.22633e-05 0.0155857 2.13334e-05 0.00143996 0.0363402 0.000286352 92985 36112
0.455560 2.15088e-05 0.0157237 1.05789e-05 0.00124612 0.0361707 0.000243366 92985 36112
0.450497 3.22633e-05 0.0160042 2.12588e-05 0.00138458 0.0360844 0.000409678 92985 36112
0.445435 3.22633e-05 0.0155759 2.12588e-05 0.00130151 0.0353298 0.000382312 92985 36112
0.440372 2.15088e-05 0.0168228 1.04568e-05 0.00113536 0.035837 0.00030577 92985 36112
0.435310 2.15088e-05 0.0169365 1.05454e-05 0.000996899 0.0361693 0.000189122 92985 36112
0.430247 2.15088e-05 0.0168627 1.07535e-05 0.00105228 0.0358698 0.000343397 92985 36112
0.425185 2.15088e-05 0.0165728 1.08748e-05 0.00107997 0.0340455 0.000410952 92985 36112
0.420122 2.15088e-05 0.0163559 1.0756e-05 0.000941515 0.034166 0.000258982 92985 36112
0.415060 2.15088e-05 0.0164591 1.05789e-05 0.000996899 0.0327856 0.000290108 92985 36112
0.409997 2.15088e-05 0.0165561 1.08124e-05 0.000969207 0.0318494 0.000295951 92985 36112
0.404935 2.15088e-05 0.0163114 1.08124e-05 0.000969207 0.0308331 0.000348933 92985 36112
0.399872 2.15088e-05 0.0167323 1.06209e-05 0.000886132 0.0317244 0.000329044 92985 36112
0.394810 1.07544e-05 0.0173905 2.93515e-07 0.000886132 0.0320597 0.000329726 92985 36112
0.389747 2.15088e-05 0.0171638 1.06209e-05 0.000969207 0.0309148 0.000432006 92985 36112
0.384685 2.15088e-05 0.0178314 1.06209e-05 0.000913824 0.0306167 0.000439018 92985 36112
0.379622 2.15088e-05 0.0172709 1.09975e-05 0.000886132 0.0304669 0.000412608 92985 36112
0.374560 2.15088e-05 0.017545 1.08445e-05 0.000803057 0.0302147 0.000384943 92985 36112
0.369497 2.15088e-05 0.0176723 1.09975e-05 0.000830749 0.0302942 0.000446147 92985 36112
0.364435 2.15088e-05 0.0181177 1.09975e-05 0.00085844 0.0303549 0.000495436 92985 36112
0.359372 2.15088e-05 0.0188231 1.08124e-05 0.000775366 0.0297394 0.000419261 92985 36112
0.354310 2.15088e-05 0.0193467 1.18188e-05 0.000692291 0.029543 0.000376923 92985 36112
0.349247 3.22633e-05 0.0200116 2.15567e-05 0.000636907 0.0300734 0.000330882 92985 36112
0.344185 3.22633e-05 0.0204522 2.12368e-05 0.000636907 0.0305497 0.000304894 92985 36112
0.339122 3.22633e-05 0.0209516 2.07839e-05 0.000719982 0.0305369 0.000402532 92985 36112
0.334060 3.22633e-05 0.0219798 2.11372e-05 0.000719982 0.0300315 0.000452904 92985 36112
0.328997 3.22633e-05 0.0220091 2.11372e-05 0.000692291 0.0309352 0.00038819 92985 36112
0.323935 4.30177e-05 0.0225663 3.24284e-05 0.000803057 0.0305124 0.000529833 92985 36112
0.318873 3.22633e-05 0.0227631 2.26468e-05 0.000913824 0.0306271 0.00064425 92985 36112
0.313810 4.30177e-05 0.023144 4.30177e-05 0.000941515 0.032134 0.000684214 92985 36112
0.308748 4.30177e-05 0.0233692 3.34012e-05 0.000969207 0.0320301 0.000772408 92985 36112
0.303685 7.5281e-05 0.0235824 6.50958e-05 0.000996899 0.0320405 0.000781937 92985 36112
0.298623 0.000139807 0.0236797 0.000129255 0.00107997 0.0306221 0.000868397 92985 36112
0.293560 0.000129053 0.0236689 0.000117078 0.000941515 0.0319526 0.000725703 92985 36112
0.288498 0.000161316 0.0239362 0.000150386 0.00107997 0.032186 0.000888141 92985 36112
0.283435 0.000129053 0.0253092 0.000129053 0.00105228 0.0336236 0.000859306 92985 36112
0.278373 0.000182825 0.0266825 0.000172276 0.000886132 0.0347043 0.000696911 92985 36112
0.273310 0.000204334 0.0269276 0.000193072 0.000996899 0.0344011 0.000835858 92985 36112
0.268248 0.000268861 0.0283624 0.000257835 0.00110767 0.0354354 0.000928531 92985 36112
0.263185 0.000344142 0.0284732 0.000333737 0.00127381 0.0349006 0.00110804 92985 36112
0.258123 0.000483949 0.0296553 0.000472445 0.00157842 0.0355449 0.00143429 92985 36112
0.253060 0.000483949 0.0303799 0.000464716 0.00163381 0.0377899 0.00146803 92985 36112
0.247998 0.000613002 0.0301529 0.000601027 0.00191072 0.0372542 0.00174495 92985 36112
0.242935 0.000623756 0.0326931 0.000600765 0.00204918 0.0399338 0.00185735 92985 36112
0.237873 0.000677529 0.0331021 0.000648679 0.00171688 0.0409562 0.00157301 92985 36112
0.232810 0.000903371 0.033652 0.000870367 0.00207687 0.0425059 0.001933 92985 36112
0.227748 0.00103242 0.034726 0.000988323 0.00179996 0.0442314 0.00166876 92985 36112
0.222685 0.00111846 0.0376054 0.00108538 0.00257532 0.0470428 0.00241706 92985 36112
0.217623 0.00107544 0.039842 0.00106394 0.00274147 0.04897 0.00262158 92985 36112
0.212560 0.00153788 0.0420506 0.00149416 0.00293531 0.0505583 0.00281542 92985 36112
0.207498 0.0015809 0.0442012 0.00150371 0.00315685 0.0528828 0.00301774 92985 36112
0.202435 0.00188202 0.0463665 0.00180466 0.00357222 0.0538343 0.00342467 92985 36112
0.197373 0.00236597 0.0483262 0.00227562 0.0036276 0.0535301 0.00343262 92985 36112
0.192310 0.00257031 0.0504746 0.00251517 0.00401529 0.0561544 0.00383823 92985 36112
0.187248 0.00272087 0.0525291 0.0026214 0.00409836 0.0602308 0.00389179 92985 36112
0.182185 0.00287143 0.0543296 0.00278342 0.00437528 0.0603344 0.00423601 92985 36112
0.177123 0.00337689 0.0574992 0.00325266 0.00470758 0.0617751 0.00453609 92985 36112
0.172060 0.00378556 0.0574279 0.00367466 0.00509526 0.0620558 0.00482393 92985 36112
0.166998 0.00416196 0.0573642 0.00397493 0.00556602 0.0627598 0.00534445 92985 36112
0.161935 0.00420498 0.0559699 0.00400738 0.00573217 0.0632005 0.00552351 92985 36112
0.156873 0.00387159 0.0529582 0.00368098 0.0059537 0.0611132 0.00566595 92985 36112
0.151810 0.00398989 0.0496461 0.00384429 0.00600908 0.0565053 0.00573961 92985 36112
0.146748 0.00396838 0.0459509 0.00380149 0.00589832 0.0541143 0.00551469 92985 36112
0.141685 0.00404366 0.0425113 0.00383188 0.00578755 0.0516553 0.00550268 92985 36112
0.136623 0.0038931 0.0406274 0.00366014 0.00592601 0.0476025 0.00568103 92985 36112
0.133248 0.00414045 0.0401071 0.00394286 0.00564909 0.046333 0.00536422 92985 36112
0.129873 0.00373178 0.0386178 0.00344251 0.0049568 0.0433653 0.00471337 92985 36112
0.126498 0.00372103 0.0366689 0.00344288 0.00484603 0.0415547 0.00455094 92985 36112
0.123123 0.00368877 0.0312191 0.00345512 0.00407067 0.037074 0.00375769 92985 36112
0.119748 0.00295747 0.0279162 0.00279058 0.00371068 0.0336631 0.00343935 92985 36112
0.116373 0.00295747 0.0239912 0.00272495 0.00379375 0.0298786 0.00360384 92985 36112
0.112998 0.00249503 0.0192026 0.00233649 0.0032953 0.0264144 0.00312382 92985 36112
0.109623 0.00184976 0.0149437 0.00167374 0.00254763 0.0216102 0.00241088 92985 36112
0.106248 0.00138732 0.00971649 0.00122878 0.00251994 0.0161587 0.00237159 92985 36112
0.102873 0.00109695 0.00759801 0.00100165 0.00196611 0.0129437 0.00180784 92985 36112
0.099498 0.000666774 0.00483661 0.000621515 0.00110767 0.00934786 0.00101914 92985 36112
0.096123 0.00055923 0.00278437 0.000537901 0.000913824 0.00562634 0.000883676 92985 36112
0.092748 0.00019358 0.00167262 0.000182915 0.000526141 0.00313416 0.000526141 92985 36112
0.089373 0.000150562 0.000920039 0.00013951 0.000304608 0.00209102 0.000304608 92985 36112
0.085998 9.67898e-05 0.000437798 9.67898e-05 0.000193841 0.000965989 0.000193841 92985 36112
0.082623 4.30177e-05 0.000202028 4.30177e-05 5.53833e-05 0.000617546 5.53833e-05 92985 36112
0.080373 2.15088e-05 9.23522e-05 2.15088e-05 2.76916e-05 0.000381551 2.76916e-05 92985 36112
0.078123 0 5.27883e-05 0 0 0.0002108 0 92985 36112
0.075873 0 3.30342e-05 0 0 0.000100197 0 92985 36112
0.073623 0 0 0 0 6.0192e-05 0 92985 36112
0.071373 0 0 0 0 0 0 92985 36112
0.069123 0 0 0 0 0 0 92985 36112
0.066873 0 0 0 0 0 0 92985 36112
0.064623 0 0 0 0 0 0 92985 36112
0.062373 0 0 0 0 0 0 92985 36112
0.060123 0 0 0 0 0 0 92985 36112
0.055623 0 0 0 0 0 0 92985 36112
