#Observed stellar mass range: 9.2 < log10(M*/Msun) < 9.4
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
0.683373 0.0133691 0.0158751 0.0021363 0.115388 0.0354002 0.00746442 75398 32109
0.678310 0.0122682 0.0159207 0.00159518 0.109191 0.0343626 0.00767998 75398 32109
0.673248 0.0111674 0.0153921 0.000920095 0.10265 0.0350308 0.00613955 75398 32109
0.668185 0.00989416 0.015226 0.000908873 0.0948021 0.0366132 0.00623941 75398 32109
0.663123 0.00866071 0.0152943 0.000195283 0.0890716 0.0362109 0.00508046 75398 32109
0.658060 0.00828934 0.0141356 0.000328088 0.0828117 0.0375601 0.00497629 75398 32109
0.652998 0.00770577 0.01347 0.000121648 0.0761469 0.039131 0.00481971 75398 32109
0.647935 0.00683042 0.013664 0 0.0711327 0.0384591 0.00447516 75398 32109
0.642873 0.00622032 0.0133487 0 0.0653088 0.0407339 0.00329015 75398 32109
0.637810 0.00562349 0.0134223 -3.56296e-05 0.0604815 0.0412316 0.00214723 75398 32109
0.632748 0.00503992 0.0136422 -0.000170356 0.0550936 0.0414511 0.00174266 75398 32109
0.627685 0.00446961 0.0137325 -0.000301676 0.0512006 0.0416838 0.0012944 75398 32109
0.622623 0.00397889 0.0137103 -0.000224258 0.0454078 0.0425905 0.000850115 75398 32109
0.617560 0.00335553 0.0134284 -0.000276064 0.041982 0.0424432 0.000848256 75398 32109
0.612498 0.00269238 0.0134896 -0.000720044 0.0383382 0.0421158 0.000671733 75398 32109
0.607435 0.00257301 0.0131058 -0.000362782 0.0346632 0.0428436 0.000169646 75398 32109
0.602373 0.00221491 0.0133954 -0.000373149 0.0313308 0.0436199 0.000344513 75398 32109
0.597310 0.00196292 0.0140022 -0.00037885 0.0279984 0.044192 -0.000875056 75398 32109
0.592248 0.00149871 0.0140603 -0.000491587 0.0254757 0.0453915 0.000313006 75398 32109
0.587185 0.00147219 0.0142853 -0.000274159 0.0233268 0.0458128 0.000146216 75398 32109
0.582123 0.00104777 0.0144879 -0.00045802 0.0207418 0.0456598 0 75398 32109
0.577060 0.000901881 0.0145415 -0.000384927 0.0177832 0.0461062 -0.00129948 75398 32109
0.571997 0.000689673 0.0148297 -0.000395008 0.0160391 0.04724 -0.00155619 75398 32109
0.566935 0.000517255 0.0152535 -0.000465339 0.0137033 0.0489238 -0.00241326 75398 32109
0.561872 0.0003581 0.0153862 -0.000470728 0.0122084 0.0484054 -0.00263699 75398 32109
0.556810 0.000291785 0.0153334 -0.000440237 0.0110561 0.0488926 -0.00239198 75398 32109
0.551747 0.000238733 0.01536 -0.000353286 0.00956118 0.0483977 -0.00198937 75398 32109
0.546685 0.000172418 0.0155284 -0.000386416 0.00909402 0.046137 -0.000895074 75398 32109
0.541622 0.000172418 0.0161141 -0.000315597 0.00806627 0.0462662 -0.00087526 75398 32109
0.536560 0.00013263 0.0163449 -0.000290671 0.00747454 0.0459914 -0.000541233 75398 32109
0.531497 0.000106104 0.0164452 -0.000215471 0.00703852 0.0438249 -0.000136885 75398 32109
0.526435 0.000119367 0.0167784 -0.000161375 0.00650908 0.0432297 0 75398 32109
0.521372 0.000145892 0.0162891 -0.000105775 0.00594849 0.0417153 9.2159e-05 75398 32109
0.516310 0.000119367 0.0161981 -0.000117441 0.00557476 0.0424858 4.18015e-05 75398 32109
0.511247 0.000106104 0.0165709 -8.53108e-05 0.00523218 0.041854 0.000165005 75398 32109
0.506185 0.000106104 0.0164265 -7.47516e-05 0.00507646 0.0392751 0.000459337 75398 32109
0.501122 9.28407e-05 0.0155562 -3.98417e-05 0.00451587 0.0390754 0.00016077 75398 32109
0.496060 0.000119367 0.0151967 -6.87216e-06 0.00473388 0.0387703 0.000576195 75398 32109
0.490997 9.28407e-05 0.016068 -2.79728e-05 0.004329 0.0387804 0.000775344 75398 32109
0.485935 7.95777e-05 0.016029 -3.70253e-05 0.0038307 0.0384378 0.000639072 75398 32109
0.480872 9.28407e-05 0.0162638 -1.28341e-05 0.00379956 0.0392247 0.000673735 75398 32109
0.475810 7.95777e-05 0.0159838 -1.65553e-05 0.00367498 0.0385624 0.000844606 75398 32109
0.470747 7.95777e-05 0.0163562 0 0.00345697 0.0364558 0.000866301 75398 32109
0.465685 6.63148e-05 0.016263 -3.34134e-07 0.00339469 0.0363035 0.000957644 75398 32109
0.460622 7.95777e-05 0.0166773 1.19347e-06 0.00317668 0.0366233 0.000944536 75398 32109
0.455560 7.95777e-05 0.0163745 1.26791e-05 0.00292753 0.0362775 0.00086052 75398 32109
0.450497 6.63148e-05 0.016537 0 0.00270952 0.0359252 0.000521656 75398 32109
0.445435 3.97889e-05 0.016803 -1.27225e-05 0.00286524 0.0351747 0.00073201 75398 32109
0.440372 3.97889e-05 0.0174464 -1.61114e-05 0.00249151 0.0349789 0.000583391 75398 32109
0.435310 3.97889e-05 0.0172441 -1.23712e-05 0.00261609 0.0347206 0.00084716 75398 32109
0.430247 3.97889e-05 0.0178281 -9.4189e-06 0.00239808 0.0352083 0.000707121 75398 32109
0.425185 3.97889e-05 0.0176159 -3.25028e-06 0.00246037 0.0352098 0.000790448 75398 32109
0.420122 3.97889e-05 0.0174644 -9.4189e-06 0.00239808 0.0346061 0.000886389 75398 32109
0.415060 3.97889e-05 0.0176138 -9.4189e-06 0.00230465 0.0351957 0.000823808 75398 32109
0.409997 3.97889e-05 0.0170651 -7.65679e-06 0.00224236 0.0335839 0.000813844 75398 32109
0.404935 3.97889e-05 0.0170379 -9.6494e-06 0.00208664 0.0320046 0.000729204 75398 32109
0.399872 3.97889e-05 0.0184096 -1.4353e-05 0.00236694 0.0310999 0.00107011 75398 32109
0.394810 3.97889e-05 0.0190952 -1.12798e-05 0.00221122 0.031161 0.000956549 75398 32109
0.389747 3.97889e-05 0.0190829 -1.27225e-05 0.00202435 0.0310325 0.00081473 75398 32109
0.384685 6.63148e-05 0.0188268 1.07885e-05 0.00208664 0.0298942 0.000949238 75398 32109
0.379622 6.63148e-05 0.0188984 1.27959e-05 0.00214893 0.0307186 0.00111852 75398 32109
0.374560 5.30518e-05 0.0190574 3.39506e-06 0.0020555 0.0313748 0.00103665 75398 32109
0.369497 6.63148e-05 0.0191421 1.46432e-05 0.00199321 0.0314421 0.00105122 75398 32109
0.364435 6.63148e-05 0.0195461 2.55345e-05 0.00208664 0.0298031 0.00112056 75398 32109
0.359372 6.63148e-05 0.0197529 2.72008e-05 0.00221122 0.0311295 0.00131454 75398 32109
0.354310 6.63148e-05 0.0199011 2.68966e-05 0.00221122 0.0295523 0.00131854 75398 32109
0.349247 6.63148e-05 0.0197542 2.61761e-05 0.0020555 0.0306543 0.00126201 75398 32109
0.344185 5.30518e-05 0.020955 1.30625e-05 0.00183749 0.03062 0.00118534 75398 32109
0.339122 2.65259e-05 0.02141 -1.33656e-07 0.00158834 0.0303014 0.000900022 75398 32109
0.334060 5.30518e-05 0.0220201 2.69237e-05 0.00171292 0.0302632 0.00104368 75398 32109
0.328997 6.63148e-05 0.02257 4.24076e-05 0.00174406 0.0308268 0.00108703 75398 32109
0.323935 7.95777e-05 0.02252 6.59228e-05 0.00183749 0.030665 0.00113945 75398 32109
0.318873 0.000119367 0.0238391 0.00010564 0.00186863 0.0304655 0.00121785 75398 32109
0.313810 0.00013263 0.0243645 0.000106794 0.00171292 0.0314741 0.00108266 75398 32109
0.308748 0.000159155 0.0239585 0.00013299 0.00171292 0.0315129 0.00120271 75398 32109
0.303685 0.00013263 0.0240106 0.000107296 0.00180635 0.033003 0.0012745 75398 32109
0.298623 0.00022547 0.0238112 0.000186504 0.00196207 0.0339419 0.00142756 75398 32109
0.293560 0.000278522 0.0240586 0.000239239 0.00208664 0.0343579 0.00155476 75398 32109
0.288498 0.000424414 0.025313 0.000396651 0.0020555 0.0348048 0.00154062 75398 32109
0.283435 0.000278522 0.0268875 0.000251068 0.00189978 0.035154 0.00145612 75398 32109
0.278373 0.000437677 0.0285647 0.000400127 0.00224236 0.0365555 0.0017962 75398 32109
0.273310 0.000464203 0.0281219 0.00043644 0.00227351 0.0349979 0.00186675 75398 32109
0.268248 0.000411152 0.0291788 0.000375291 0.00236694 0.0371624 0.00201162 75398 32109
0.263185 0.000437677 0.0289197 0.000396609 0.00258494 0.0377394 0.00222386 75398 32109
0.258123 0.00058357 0.0306469 0.000547055 0.00246037 0.0392383 0.00210318 75398 32109
0.253060 0.000689673 0.0309571 0.000637719 0.00252266 0.0404881 0.00224107 75398 32109
0.247998 0.000702936 0.032636 0.00066397 0.0025538 0.041449 0.00221012 75398 32109
0.242935 0.000888618 0.0340711 0.000860491 0.00277181 0.0428651 0.00241073 75398 32109
0.237873 0.00115388 0.0335654 0.00111389 0.00308325 0.0441198 0.00277038 75398 32109
0.232810 0.00127324 0.0363106 0.00121583 0.00320782 0.0452113 0.00283238 75398 32109
0.227748 0.00137935 0.037444 0.00132193 0.00348812 0.0474682 0.00311533 75398 32109
0.222685 0.00156503 0.039572 0.00149838 0.00345697 0.0491475 0.00317073 75398 32109
0.217623 0.00172418 0.0412032 0.00166333 0.0038307 0.0484663 0.00355182 75398 32109
0.212560 0.00188334 0.0418153 0.0018184 0.00404871 0.0506323 0.00376712 75398 32109
0.207498 0.00208228 0.0439025 0.00201052 0.00451587 0.0528416 0.00423428 75398 32109
0.202435 0.00244038 0.0456316 0.00234946 0.00454701 0.054183 0.00424915 75398 32109
0.197373 0.00253322 0.0500776 0.00243718 0.0056059 0.056265 0.00532471 75398 32109
0.192310 0.00295764 0.0525462 0.00281393 0.00554362 0.0589104 0.00527885 75398 32109
0.187248 0.00328921 0.0558172 0.00312784 0.0053879 0.0610201 0.00507948 75398 32109
0.182185 0.00363405 0.0552607 0.0034703 0.00576162 0.060509 0.00544918 75398 32109
0.177123 0.00407173 0.0583568 0.00389335 0.00641565 0.0636126 0.00613445 75398 32109
0.172060 0.00403194 0.0611577 0.00386596 0.0063845 0.0637482 0.00601441 75398 32109
0.166998 0.00444309 0.0606582 0.00429332 0.00597963 0.0637612 0.00555026 75398 32109
0.161935 0.00473487 0.0596631 0.00458656 0.00672709 0.0631409 0.00632615 75398 32109
0.156873 0.00494708 0.0564375 0.00476735 0.00625993 0.0637335 0.00584142 75398 32109
0.151810 0.00468182 0.0537391 0.00449306 0.00610421 0.0602379 0.00569803 75398 32109
0.146748 0.0045094 0.0503067 0.00430619 0.00607306 0.0550177 0.00573606 75398 32109
0.141685 0.00446961 0.047149 0.00420066 0.0061665 0.0525654 0.00575262 75398 32109
0.136623 0.00439004 0.0449482 0.00407514 0.00526332 0.0521816 0.00487319 75398 32109
0.133248 0.00449614 0.0439325 0.00426941 0.00488959 0.0496378 0.00447109 75398 32109
0.129873 0.00452267 0.0421094 0.00417795 0.00566819 0.047038 0.0052981 75398 32109
0.126498 0.00441656 0.0401092 0.00412071 0.00448472 0.0454589 0.00416683 75398 32109
0.123123 0.00391257 0.0352849 0.00354729 0.00479616 0.0401712 0.00452984 75398 32109
0.119748 0.00352795 0.0312406 0.00322153 0.00395528 0.0375458 0.00365091 75398 32109
0.116373 0.00376668 0.0285698 0.00347083 0.00392413 0.0349046 0.00364547 75398 32109
0.112998 0.00289132 0.0242262 0.00267169 0.00376841 0.0288112 0.00347055 75398 32109
0.109623 0.00240059 0.0191109 0.00216993 0.00330126 0.0237449 0.00309209 75398 32109
0.106248 0.00155177 0.0140749 0.00142028 0.00230465 0.0192304 0.00203985 75398 32109
0.102873 0.000994721 0.0111522 0.000903061 0.00193092 0.0144787 0.00178964 75398 32109
0.099498 0.000663148 0.00782268 0.000623343 0.00140148 0.0104605 0.00134574 75398 32109
0.096123 0.000490729 0.00515016 0.000436938 0.00118347 0.00660759 0.00115391 75398 32109
0.092748 0.000212207 0.00277495 0.000199196 0.000373727 0.00423457 0.000345332 75398 32109
0.089373 0.000145892 0.00154766 0.000132828 0.000342583 0.00267757 0.000342583 75398 32109
0.085998 6.63148e-05 0.000783596 6.63148e-05 6.22878e-05 0.0016868 6.22878e-05 75398 32109
0.082623 3.97889e-05 0.000536256 3.97889e-05 9.34318e-05 0.00112565 9.34318e-05 75398 32109
0.080373 1.3263e-05 0.000232066 1.3263e-05 3.11439e-05 0.000676709 3.11439e-05 75398 32109
0.078123 0 0.000155135 0 3.11439e-05 0.000289616 3.11439e-05 75398 32109
0.075873 2.65259e-05 4.92872e-05 2.65259e-05 3.11439e-05 0.000177007 3.11439e-05 75398 32109
0.073623 0 1.39334e-05 0 0 0.000109693 0 75398 32109
0.071373 0 0 0 0 3.0954e-05 0 75398 32109
0.069123 0 0 0 0 0 0 75398 32109
0.066873 0 0 0 0 0 0 75398 32109
0.064623 0 0 0 0 0 0 75398 32109
0.062373 0 0 0 0 0 0 75398 32109
0.060123 0 0 0 0 0 0 75398 32109
0.055623 0 0 0 0 0 0 75398 32109
