#Peak halo mass range: 14.625 < log10(Mh/Msun) < 14.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
0.237873 0 0.2 0 0.423729 0.142938 0.0737288 2 59
0.232810 0 0.2 0 0.40678 0.0932204 0.0789108 2 59
0.227748 0 0.2 0 0.38983 0.11017 0.096727 2 59
0.222685 0 0.2 0 0.372881 0.0926359 0.0941928 2 59
0.217623 0 0.2 0 0.288136 0.145198 0.0548023 2 59
0.212560 0 0 0 0.305085 0.133512 0.0981882 2 59
0.207498 0 0 0 0.288136 0.108416 0.0914143 2 59
0.202435 0 0 0 0.237288 0.119855 0.0443057 2 59
0.197373 0 0 0 0.237288 0.129379 0.0539548 2 59
0.192310 0 0 0 0.237288 0.101998 0.101695 2 59
0.187248 0 0 0 0.169492 0.130508 0.0623487 2 59
0.182185 0 0 0 0.135593 0.101695 0.0677966 2 59
0.177123 0 0 0 0.152542 0.0677966 0.0490941 2 59
0.172060 0 0 0 0.169492 0.0486903 0.0677966 2 59
0.166998 0 0 0 0.169492 0.0638418 0.0832846 2 59
0.161935 0 0 0 0.152542 0.0796005 0.0632567 2 59
0.156873 0 0 0 0.135593 0.0749331 0.0641646 2 59
0.151810 0 0 0 0.101695 0.131638 0.0361211 2 59
0.146748 0 0 0 0.118644 0.0813559 0.0686441 2 59
0.141685 0.5 -0.166667 0.5 0.0847458 0.0819209 0.0330216 2 59
0.136623 0 0 0 0.0847458 0.0847458 0.050263 2 59
0.133248 0 0 0 0.0677966 0.118644 0.0344633 2 59
0.129873 0 0 0 0.0508475 0.121566 0.0338983 2 59
0.126498 0 0 0 0.0338983 0.138515 0.0338983 2 59
0.123123 0 0 0 0.0169492 0.108051 0.0169492 2 59
0.119748 0.5 0.166667 0.5 0.0169492 0.130592 0.000282485 2 59
0.116373 0.5 -0.166667 0.5 0.0169492 0.149718 0 2 59
0.112998 0 0.2 0 0.0169492 0.183051 0.000282485 2 59
0.109623 0 0.333333 0 0.0508475 0.0991526 0.0341808 2 59
0.106248 0 0.333333 0 0.0677966 0.0701344 0.0677966 2 59
0.102873 0 0 0 0.0508475 0.0870836 0.0338983 2 59
0.099498 0 0 0 0.0338983 0.06955 0.0338983 2 59
0.096123 0 0 0 0.0169492 0.0830508 0.000555711 2 59
0.092748 0 0 0 0.0169492 0.0663842 0.000555711 2 59
0.089373 0 0 0 0.0169492 0.105858 0.0169492 2 59
0.085998 0 0 0 0.0169492 0.0330509 0.0169492 2 59
0.082623 0 0 0 0.0169492 0.0508475 0.0169492 2 59
0.080373 0 0 0 0 0.0666667 0 2 59
0.078123 0 0 0 0 0.0178571 0 2 59
0.075873 0 0 0 0 0.0169492 0 2 59
0.073623 0 0 0 0 0.0175439 0 2 59
0.071373 0 0 0 0 0 0 2 59
0.069123 0 0 0 0 0 0 2 59
0.066873 0 0 0 0 0.0169492 0 2 59
0.064623 0 0 0 0 0.0169492 0 2 59
0.062373 0 0 0 0 0 0 2 59
0.060123 0 0 0 0 0 0 2 59
0.055623 0 0 0 0 0 0 2 59
