#Observed stellar mass range: 10.6 < log10(M*/Msun) < 10.8
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
0.690967 0.226921 0.0429641 0.0260647 0.510535 0.0237379 0.0492776 16671 17466
0.683373 0.225361 0.0442709 0.0241351 0.505096 0.0233666 0.0486337 16671 17466
0.678310 0.227881 0.0433862 0.0259002 0.498454 0.0237728 0.045554 16671 17466
0.673248 0.227041 0.0446175 0.0271341 0.496679 0.0232243 0.047542 16671 17466
0.668185 0.224462 0.0450175 0.0256857 0.490267 0.0232823 0.0472977 16671 17466
0.663123 0.223502 0.0469455 0.0261917 0.4854 0.0235217 0.0463132 16671 17466
0.658060 0.221282 0.0493358 0.0261147 0.478988 0.023582 0.0437818 16671 17466
0.652998 0.218163 0.0519343 0.0236273 0.474579 0.0224469 0.0442032 16671 17466
0.647935 0.220443 0.0494796 0.0269673 0.46496 0.0252234 0.041329 16671 17466
0.642873 0.218583 0.0512036 0.0260568 0.459407 0.0256589 0.0394092 16671 17466
0.637810 0.218703 0.0472459 0.0257939 0.454998 0.0241818 0.0411177 16671 17466
0.632748 0.217983 0.0460023 0.0248343 0.449788 0.0256675 0.0415711 16671 17466
0.627685 0.214144 0.0492651 0.0224693 0.443891 0.0239762 0.0396594 16671 17466
0.622623 0.212465 0.048935 0.023468 0.438108 0.0248736 0.0380606 16671 17466
0.617560 0.208986 0.05136 0.0222524 0.431925 0.0246734 0.0337995 16671 17466
0.612498 0.207906 0.0519371 0.0222622 0.427402 0.0248705 0.0330333 16671 17466
0.607435 0.206526 0.0515006 0.0227801 0.421676 0.0237818 0.0332073 16671 17466
0.602373 0.205087 0.0511904 0.022021 0.416008 0.0218302 0.0325002 16671 17466
0.597310 0.203167 0.0521291 0.0220943 0.413031 0.0207315 0.033625 16671 17466
0.592248 0.202747 0.0519805 0.0235126 0.405073 0.0212105 0.0315868 16671 17466
0.587185 0.201008 0.0496855 0.0248502 0.399405 0.021403 0.0313276 16671 17466
0.582123 0.197709 0.0481506 0.0241929 0.397172 0.0182626 0.0323135 16671 17466
0.577060 0.19327 0.0512469 0.0248834 0.390473 0.0202532 0.0305573 16671 17466
0.571997 0.190031 0.0504816 0.0227645 0.383431 0.0210522 0.0292547 16671 17466
0.566935 0.188651 0.0477847 0.0240466 0.375472 0.0218251 0.02733 16671 17466
0.561872 0.187211 0.0473309 0.0241903 0.369518 0.0216193 0.02787 16671 17466
0.556810 0.183192 0.0516675 0.0240036 0.364022 0.0219809 0.0279985 16671 17466
0.551747 0.177794 0.0535194 0.0214351 0.354746 0.0227484 0.0261513 16671 17466
0.546685 0.176294 0.0504135 0.0229644 0.348391 0.0229895 0.0264325 16671 17466
0.541622 0.173775 0.0490252 0.0229996 0.34341 0.0209009 0.027041 16671 17466
0.536560 0.169096 0.0499988 0.0210204 0.337971 0.0198035 0.0285476 16671 17466
0.531497 0.164657 0.0507829 0.0188838 0.330413 0.0226392 0.0269222 16671 17466
0.526435 0.161538 0.0499557 0.0192078 0.323142 0.020515 0.0265929 16671 17466
0.521372 0.158119 0.047581 0.0202969 0.314669 0.0229132 0.024147 16671 17466
0.516310 0.155839 0.0475516 0.0200083 0.3086 0.0220638 0.0243194 16671 17466
0.511247 0.151761 0.0466072 0.0195187 0.301271 0.0232599 0.0237456 16671 17466
0.506185 0.146602 0.0477461 0.0181996 0.293484 0.0220751 0.0222891 16671 17466
0.501122 0.140304 0.0473446 0.0170403 0.28524 0.0218951 0.0215693 16671 17466
0.496060 0.138384 0.0449306 0.0174142 0.277854 0.0220788 0.0196628 16671 17466
0.490997 0.131906 0.0474594 0.0143994 0.270926 0.0211967 0.0200993 16671 17466
0.485935 0.127047 0.0485496 0.0143895 0.263598 0.0196596 0.021125 16671 17466
0.480872 0.124168 0.0466172 0.0148478 0.25564 0.0192995 0.0220469 16671 17466
0.475810 0.120509 0.044231 0.0157228 0.24728 0.0196282 0.01984 16671 17466
0.470747 0.11541 0.0431511 0.0141942 0.240582 0.0186522 0.0209354 16671 17466
0.465685 0.112471 0.041647 0.0156194 0.231822 0.02062 0.0177913 16671 17466
0.460622 0.108032 0.0408735 0.0148488 0.224093 0.0216221 0.0171941 16671 17466
0.455560 0.103293 0.0388867 0.0134769 0.215218 0.0218269 0.0162599 16671 17466
0.450497 0.0978945 0.0397302 0.0117129 0.208119 0.0202858 0.0167807 16671 17466
0.445435 0.0939956 0.0371022 0.0116329 0.19913 0.0204912 0.0155551 16671 17466
0.440372 0.0900366 0.0368856 0.0118747 0.190599 0.0216091 0.0146415 16671 17466
0.435310 0.0855378 0.0363309 0.00909451 0.182927 0.0230951 0.0129795 16671 17466
0.430247 0.0821786 0.0353072 0.00949071 0.175198 0.0240225 0.0125181 16671 17466
0.425185 0.0798992 0.0333764 0.0100556 0.16764 0.0248719 0.0123624 16671 17466
0.420122 0.0766001 0.0334179 0.00956208 0.162258 0.0253265 0.0136898 16671 17466
0.415060 0.073061 0.0334381 0.00977061 0.15596 0.0244157 0.0127564 16671 17466
0.409997 0.0700018 0.0333018 0.00805918 0.149204 0.0234269 0.0125088 16671 17466
0.404935 0.0677824 0.0301691 0.00789471 0.142105 0.024518 0.0109653 16671 17466
0.399872 0.0640633 0.0308224 0.00800264 0.136093 0.0240253 0.0107889 16671 17466
0.394810 0.0598045 0.0338947 0.00651862 0.129108 0.0225493 0.00957054 16671 17466
0.389747 0.0572251 0.0337783 0.00656981 0.122696 0.0256191 0.00782391 16671 17466
0.384685 0.053686 0.0341174 0.00597962 0.115424 0.0285057 0.00637008 16671 17466
0.379622 0.0508068 0.0333211 0.00555598 0.108897 0.0286096 0.00622205 16671 17466
0.374560 0.0470878 0.0351417 0.00436071 0.103573 0.0279754 0.00606848 16671 17466
0.369497 0.0436087 0.0365445 0.00326466 0.0968739 0.0309104 0.00535299 16671 17466
0.364435 0.0416292 0.0370313 0.00317924 0.0936677 0.0288719 0.00464986 16671 17466
0.359372 0.0409693 0.0365083 0.0054771 0.0905187 0.0304449 0.00621724 16671 17466
0.354310 0.0389299 0.037424 0.00566925 0.0862819 0.0312673 0.00587118 16671 17466
0.349247 0.0370704 0.0367188 0.0052353 0.0822741 0.0320012 0.00681686 16671 17466
0.344185 0.0354508 0.0372024 0.00558646 0.0781518 0.0348822 0.00767095 16671 17466
0.339122 0.0331114 0.0386046 0.00494138 0.0742013 0.0365386 0.00868428 16671 17466
0.334060 0.0313718 0.0404725 0.00525987 0.070079 0.0362207 0.00860339 16671 17466
0.328997 0.0304721 0.0401347 0.00564867 0.066701 0.0389259 0.00846491 16671 17466
0.323935 0.0288525 0.0421879 0.00566816 0.0636093 0.0400254 0.00928495 16671 17466
0.318873 0.0286725 0.0401592 0.00749414 0.059029 0.0408586 0.00928475 16671 17466
0.313810 0.0274129 0.040738 0.0067392 0.0547922 0.0402012 0.00914077 16671 17466
0.308748 0.026873 0.0433045 0.00774392 0.0530745 0.0395868 0.00880929 16671 17466
0.303685 0.0253734 0.0433409 0.00736612 0.0519295 0.0394084 0.00988613 16671 17466
0.298623 0.0256133 0.0434291 0.008373 0.0511279 0.040802 0.0113358 16671 17466
0.293560 0.0245336 0.0449134 0.0082371 0.0482652 0.042924 0.0116494 16671 17466
0.288498 0.0250135 0.0430801 0.00977097 0.0467193 0.0452618 0.0116616 16671 17466
0.283435 0.0225541 0.0456608 0.00805028 0.045288 0.0437878 0.0125082 16671 17466
0.278373 0.023094 0.0439866 0.0091084 0.0431123 0.0440976 0.0133574 16671 17466
0.273310 0.0217144 0.0450691 0.00901924 0.0401924 0.0447121 0.0128282 16671 17466
0.268248 0.0221342 0.0465963 0.0102246 0.0379595 0.0484255 0.0133283 16671 17466
0.263185 0.0221942 0.0489023 0.0108152 0.0379022 0.049906 0.0149019 16671 17466
0.258123 0.0207546 0.0502976 0.00996515 0.0381885 0.0497294 0.0163177 16671 17466
0.253060 0.0197349 0.0517943 0.011274 0.0357838 0.0519092 0.0157604 16671 17466
0.247998 0.019255 0.0530382 0.0104712 0.0343525 0.0544415 0.0160241 16671 17466
0.242935 0.0185952 0.0542887 0.00987592 0.0338372 0.0553502 0.0158985 16671 17466
0.237873 0.0194349 0.0549041 0.0122551 0.0338944 0.0560797 0.0168731 16671 17466
0.232810 0.0174555 0.0576869 0.0107384 0.0320623 0.058143 0.0168917 16671 17466
0.227748 0.0181153 0.0552536 0.0114611 0.031547 0.0562036 0.0172527 16671 17466
0.222685 0.0170956 0.0595477 0.011135 0.0289133 0.0574335 0.0160472 16671 17466
0.217623 0.0173955 0.0577319 0.0116654 0.028169 0.0599819 0.0172597 16671 17466
0.212560 0.0172155 0.0587493 0.0120433 0.024791 0.0650171 0.0153905 16671 17466
0.207498 0.0176354 0.0590741 0.0123687 0.0249628 0.0657506 0.0164326 16671 17466
0.202435 0.0174555 0.0623108 0.012552 0.0260506 0.0642003 0.0177711 16671 17466
0.197373 0.0169756 0.0650258 0.0130436 0.0257071 0.0663957 0.0179243 16671 17466
0.192310 0.0172755 0.0655964 0.0136166 0.0246765 0.0665888 0.0173905 16671 17466
0.187248 0.0170356 0.0663767 0.013532 0.0230734 0.0717094 0.0160634 16671 17466
0.182185 0.0171555 0.0657828 0.0140489 0.0219283 0.0711955 0.0160775 16671 17466
0.177123 0.0169756 0.0694081 0.0136618 0.0217566 0.0718474 0.0167081 16671 17466
0.172060 0.015536 0.0705881 0.0126364 0.0212413 0.0725138 0.016541 16671 17466
0.166998 0.0151761 0.070649 0.0126918 0.0203252 0.0737478 0.0165166 16671 17466
0.161935 0.0160158 0.0697429 0.0134985 0.0193519 0.0733977 0.0153568 16671 17466
0.156873 0.015296 0.0728679 0.0127638 0.0168327 0.0751945 0.0133001 16671 17466
0.151810 0.015476 0.0706285 0.0135016 0.0160884 0.0759311 0.0129416 16671 17466
0.146748 0.0147562 0.0711036 0.0129475 0.0159166 0.0728717 0.0132089 16671 17466
0.141685 0.0143363 0.0712783 0.0128959 0.0168327 0.0699409 0.0148048 16671 17466
0.136623 0.0124768 0.0691747 0.0112573 0.0152296 0.0671627 0.013142 16671 17466
0.133248 0.0121168 0.0709317 0.0110316 0.0133402 0.068764 0.011491 16671 17466
0.129873 0.0103773 0.0706487 0.00933207 0.0125959 0.0674689 0.0105464 16671 17466
0.126498 0.0105573 0.0679148 0.00961427 0.0117943 0.0682715 0.0101696 16671 17466
0.123123 0.0104973 0.0672826 0.00964459 0.0118516 0.0652872 0.0104717 16671 17466
0.119748 0.0102573 0.0646003 0.00917211 0.0109928 0.06398 0.00981275 16671 17466
0.116373 0.00977746 0.065339 0.00874527 0.0103057 0.064089 0.0091403 16671 17466
0.112998 0.00869774 0.059853 0.00776864 0.0100767 0.0626054 0.00916739 16671 17466
0.109623 0.00953752 0.0535448 0.00870908 0.00979045 0.0583047 0.00901867 16671 17466
0.106248 0.0073181 0.0493772 0.00673931 0.00853086 0.0524632 0.00775908 16671 17466
0.102873 0.00557855 0.0433882 0.00514876 0.00692775 0.0461507 0.00634216 16671 17466
0.099498 0.00545858 0.0370543 0.00487979 0.00526738 0.0390174 0.00468179 16671 17466
0.096123 0.00401895 0.027545 0.00367377 0.00440857 0.0322599 0.00399105 16671 17466
0.092748 0.00353908 0.0206455 0.00313282 0.00360701 0.025597 0.00319941 16671 17466
0.089373 0.00209945 0.0163895 0.00185386 0.00251918 0.0196025 0.00238298 16671 17466
0.085998 0.00119969 0.0119344 0.00106 0.00200389 0.0140781 0.00178993 16671 17466
0.082623 0.00161958 0.00916433 0.00148416 0.00171762 0.0116978 0.00154354 16671 17466
0.080373 0.00095975 0.00639408 0.000891593 0.00103057 0.00836688 0.000884096 16671 17466
0.078123 0.000719813 0.00445617 0.000647464 0.000572541 0.00653125 0.00046865 16671 17466
0.075873 0.000419891 0.00337105 0.000359347 0.000343525 0.00438591 0.000231568 16671 17466
0.073623 0.000179953 0.00186438 0.000179953 0.000400779 0.00237106 0.000288394 16671 17466
0.071373 0.000239938 0.000805177 0.000239938 0.000171762 0.00137895 0.000105721 16671 17466
0.069123 5.99844e-05 0.000651713 5.99844e-05 0.000114508 0.000705474 6.59998e-05 16671 17466
0.066873 0.000119969 0.000195728 0.000119969 5.72541e-05 0.000446626 5.72541e-05 16671 17466
0.064623 0 6.54664e-05 0 0.000114508 0.000102435 0.000114508 16671 17466
0.062373 0 0 0 0 6.22239e-05 0 16671 17466
0.060123 0 0 0 0 0 0 16671 17466
0.055623 0 0 0 0 0 0 16671 17466
