#Observed stellar masses in Msun
#Average Infall SSFRs in yr^-1.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.116373.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_SSFRs(MW) Err+ Err- +1_sigma_Infall_SSFRs(MW) Err+ Err- -1_sigma_Infall_SSFRs(MW) Err+ Err- Median_Infall_SSFRs(GR) Err+ Err- +1_sigma_Infall_SSFRs(GR) Err+ Err- -1_sigma_Infall_SSFRs(GR) Err+ Err- Median_Infall_SSFRs(CL) Err+ Err- +1_sigma_Infall_SSFRs(CL) Err+ Err- -1_sigma_Infall_SSFRs(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
9.3 -7.825 0.1875 0.400001 -7.51346 0.152403 0.0999999 -8.53101 0.620672 0.439664 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 9.2 9.4 1212 9 0 0
9.5 -7.6875 0.1125 0.2625 -7.48966 0.157932 0.10553 -8.26034 0.507933 0.726202 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 9.4 9.6 713 8 0 0
9.7 -7.675 0.1 0.15 -7.48173 0.15 0.0999999 -7.9262 0.165865 1.2762 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 9.6 9.8 376 5 0 0
9.9 -7.725 0.0999999 0.275 -7.5238 0.0920672 0.384134 -8.01034 0.184134 0.573798 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 9.8 10 199 5 0 0
10.1 -7.85 0.3 0.2 -7.56587 0.107933 0.4 -8.1024 0.284135 0.515865 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 10 10.2 114 1 0 0
10.3 -7.825 0.325 0.275001 -7.5238 0.0999999 0.492067 -8.09207 0.45 0.626202 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 10.2 10.4 68 3 0 0
10.5 -7.925 0.4 6.075 -7.75793 0.292068 6.24207 -8.04207 0.4 5.95793 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 10.4 10.6 34 2 0 0
10.7 -14 6.275 0 -14 6.29207 0 -14 6.20793 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 10.6 10.8 8 0 0 0
10.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 10.8 11 8 0 0 0
11.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11 11.2 0 0 0 0
11.3 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.2 11.4 1 0 0 0
11.5 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.4 11.6 0 0 0 0
11.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.6 11.8 0 0 0 0
11.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.8 12 0 0 0 0
12.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12 12.2 0 0 0 0
12.3 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.2 12.4 0 0 0 0
12.5 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.4 12.6 0 0 0 0
12.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.6 12.8 0 0 0 0
12.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.8 13 0 0 0 0
13.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 13 13.2 0 0 0 0
