#Observed stellar masses in Msun
#Average Infall SSFRs in yr^-1.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.166998.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_SSFRs(MW) Err+ Err- +1_sigma_Infall_SSFRs(MW) Err+ Err- -1_sigma_Infall_SSFRs(MW) Err+ Err- Median_Infall_SSFRs(GR) Err+ Err- +1_sigma_Infall_SSFRs(GR) Err+ Err- -1_sigma_Infall_SSFRs(GR) Err+ Err- Median_Infall_SSFRs(CL) Err+ Err- +1_sigma_Infall_SSFRs(CL) Err+ Err- -1_sigma_Infall_SSFRs(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
11.3 -14 5.925 0 -14 5.94207 0 -14 5.90793 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.2 11.4 30 1 0 0
11.5 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.4 11.6 9 0 0 0
11.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.6 11.8 2 0 0 0
11.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.8 12 0 0 0 0
12.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12 12.2 0 0 0 0
12.3 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.2 12.4 0 0 0 0
12.5 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.4 12.6 0 0 0 0
12.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.6 12.8 0 0 0 0
12.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.8 13 0 0 0 0
13.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 13 13.2 0 0 0 0
