#Observed stellar masses in Msun
#Average Infall SSFRs in yr^-1.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.151810.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_SSFRs(MW) Err+ Err- +1_sigma_Infall_SSFRs(MW) Err+ Err- -1_sigma_Infall_SSFRs(MW) Err+ Err- Median_Infall_SSFRs(GR) Err+ Err- +1_sigma_Infall_SSFRs(GR) Err+ Err- -1_sigma_Infall_SSFRs(GR) Err+ Err- Median_Infall_SSFRs(CL) Err+ Err- +1_sigma_Infall_SSFRs(CL) Err+ Err- -1_sigma_Infall_SSFRs(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
9.3 -8.23438 0.0543747 0.0806255 -7.74622 0.0563712 0.0629497 -8.77103 0.119049 0.219584 -8.575 1.5 5.425 -8.3238 1.26587 5.6762 -9.2762 2.18413 4.7238 -14 0 0 -14 0 0 -14 0 0 9.2 9.4 5896 249 1 0
9.5 -8.27917 0.072917 0.0636902 -7.79135 0.0589557 0.0493298 -8.76382 0.126324 0.194021 -7.775 0.7 6.225 -7.70793 0.65 6.29207 -9.28413 2.19207 4.71587 -14 0 0 -14 0 0 -14 0 0 9.4 9.6 3643 159 1 0
9.7 -8.2 0.085 0.0805559 -7.71947 0.0691714 0.104969 -8.72043 0.107852 0.15537 -14 6.225 0 -14 6.24207 0 -14 6.20793 0 -14 0 0 -14 0 0 -14 0 0 9.6 9.8 2359 121 0 0
9.9 -8.15 0.0666666 0.0857143 -7.66338 0.0791273 0.0657082 -8.64219 0.0895462 0.139782 -8.225 0.400001 5.775 -8.20793 0.4 5.79207 -8.44207 0.6 5.55793 -14 0 0 -14 0 0 -14 0 0 9.8 10 1395 76 1 0
10.1 -8.10625 0.20625 0.118751 -7.61971 0.0968738 0.100841 -8.60805 0.116345 0.183293 -8.625 0.75 5.375 -8.60793 0.75 5.39207 -8.64207 0.7 5.35793 -14 0 0 -14 0 0 -14 0 0 10 10.2 837 40 1 0
10.3 -8 0.175 0.25 -7.5964 0.0591345 0.143269 -8.69687 0.320673 0.165865 -8.575 0.95 5.425 -8.55793 0.95 5.44207 -8.69207 1.05 5.30793 -14 0 0 -14 0 0 -14 0 0 10.2 10.4 466 13 0 0
10.5 -8.275 0.45 0.425 -7.57139 0.131731 0.384134 -9.0524 0.457932 2.41587 -14 6.325 0 -14 6.34207 0 -14 6.30793 0 -14 0 0 -14 0 0 -14 0 0 10.4 10.6 294 4 1 0
10.7 -8.55 0.575 0.325 -7.83173 0.323798 0.173799 -9.31827 0.5 2.53413 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 10.6 10.8 159 6 0 0
10.9 -7.975 0.425 3.3 -7.77776 0.303966 1.43017 -9.2024 1.16827 3.0238 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 10.8 11 64 5 0 0
11.1 -14 6.5 0 -14 6.53413 0 -14 5.96587 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11 11.2 39 2 0 0
11.3 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.2 11.4 9 0 0 0
11.5 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.4 11.6 6 0 0 0
11.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.6 11.8 6 0 0 0
11.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.8 12 1 0 0 0
12.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12 12.2 0 0 0 0
12.3 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.2 12.4 0 0 0 0
12.5 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.4 12.6 0 0 0 0
12.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.6 12.8 0 0 0 0
12.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.8 13 0 0 0 0
13.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 13 13.2 0 0 0 0
