#Observed stellar masses in Msun
#Average Infall SSFRs in yr^-1.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.182185.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#SM Median_Infall_SSFRs(MW) Err+ Err- +1_sigma_Infall_SSFRs(MW) Err+ Err- -1_sigma_Infall_SSFRs(MW) Err+ Err- Median_Infall_SSFRs(GR) Err+ Err- +1_sigma_Infall_SSFRs(GR) Err+ Err- -1_sigma_Infall_SSFRs(GR) Err+ Err- Median_Infall_SSFRs(CL) Err+ Err- +1_sigma_Infall_SSFRs(CL) Err+ Err- -1_sigma_Infall_SSFRs(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
9.3 -8.40811 0.0488052 0.0442362 -7.92937 0.0407434 0.0442495 -8.92389 0.0959892 0.135135 -8.45 0.108333 0.2 -7.78245 0.184134 0.292068 -11.3437 2.48413 0.665025 -14 0 0 -14 0 0 -14 0 0 9.2 9.4 12350 978 20 0
9.5 -8.37955 0.041152 0.0547409 -7.91241 0.0379624 0.0492415 -8.91676 0.101646 0.129019 -8.55 0.275001 0.15 -7.83486 0.2 0.284135 -9.34928 0.431731 2.4476 -14 0 0 -14 0 0 -14 0 0 9.4 9.6 8154 617 14 0
9.7 -8.3325 0.0559378 0.0538635 -7.86609 0.0380635 0.0548735 -8.87844 0.0796776 0.116135 -8.3375 0.125 0.137501 -7.76659 0.105529 0.0877399 -8.84792 0.180369 0.727564 -14 0 0 -14 0 0 -14 0 0 9.6 9.8 5524 395 25 0
9.9 -8.325 0.0500002 0.0590906 -7.8421 0.039753 0.0498228 -8.85784 0.0854397 0.107362 -8.3 0.1 0.125 -7.76106 0.342068 0.311538 -8.93894 0.3 2.58173 -14 0 0 -14 0 0 -14 0 0 9.8 10 3452 191 11 0
10.1 -8.29 0.0775003 0.0649996 -7.79511 0.0687509 0.0679493 -8.7875 0.0860567 0.098752 -8.3375 0.0874996 0.1625 -8.06899 0.442068 0.111538 -8.92308 0.218268 2.7238 -14 0 0 -14 0 0 -14 0 0 10 10.2 2317 107 15 0
10.3 -8.18333 0.0708332 0.116667 -7.77055 0.0929079 0.0976357 -8.77428 0.0871391 0.151201 -8.35 0.200001 0.2 -7.78726 0.207933 0.326202 -9.02067 0.192066 2.7 -14 0 0 -14 0 0 -14 0 0 10.2 10.4 1403 45 8 0
10.5 -8.175 0.0749998 0.2125 -7.81659 0.0555291 0.0786052 -8.84928 0.154807 0.165866 -8.2 0.25 0.150001 -7.84519 0.165865 0.160336 -8.56274 0.168269 0.447597 -14 0 0 -14 0 0 -14 0 0 10.4 10.6 889 18 11 0
10.7 -8.15 0.125 0.150001 -7.83173 0.0841341 0.173799 -8.62067 0.186538 0.24363 -8.225 0.125 0.125 -7.80553 0.165866 0.25 -8.81827 0.381731 0.2119 -14 0 0 -14 0 0 -14 0 0 10.6 10.8 526 12 5 0
10.9 -8.225 0.375 5.775 -8.08173 0.265865 5.91827 -8.54207 0.3 5.45793 -8.125 0.225 0.35 -7.7238 0.126202 0.25 -8.86034 0.376202 0.276201 -14 0 0 -14 0 0 -14 0 0 10.8 11 287 2 5 0
11.1 -14 0 0 -14 0 0 -14 0 0 -8.5 0.55 0.125 -8.06587 0.45 0.5 -8.6762 0.142068 0.157932 -14 0 0 -14 0 0 -14 0 0 11 11.2 142 0 3 0
11.3 -14 0 0 -14 0 0 -14 0 0 -8.4 0.325 5.6 -8.15793 0.142067 5.84207 -8.54207 0.400001 5.45793 -14 0 0 -14 0 0 -14 0 0 11.2 11.4 55 0 1 0
11.5 -14 0 0 -14 0 0 -14 0 0 -14 5.925 0 -14 5.94207 0 -14 5.90793 0 -14 0 0 -14 0 0 -14 0 0 11.4 11.6 17 0 1 0
11.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.6 11.8 4 0 0 0
11.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 11.8 12 2 0 0 0
12.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12 12.2 0 0 0 0
12.3 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.2 12.4 0 0 0 0
12.5 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.4 12.6 0 0 0 0
12.7 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.6 12.8 0 0 0 0
12.9 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 12.8 13 0 0 0 0
13.1 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 -14 0 0 13 13.2 0 0 0 0
